Название файла,Имя Художника,Описание картины,Название картины
italian-boy.jpg,Shishkin_Ivan,painting of a boy leaning on a sheep with his head on his hands,Italian boy
stones-in-the-forest-valaam-1860.jpg,Shishkin_Ivan,painting of a waterfall in a forest with a bridge in the background,Stones in the woods.
countess-mordvinov-s-forest-1891.jpg,Shishkin_Ivan,painting of a man walking through a forest with a dog,The forest of Countess Mordwinova
forest-path-1863.jpg,Shishkin_Ivan,a drawing of a horse drawn carriage in a wooded area,Forest trail
view-of-valaam-island-kukko-1860.jpg,Shishkin_Ivan,painting of a wooded scene with a river and a group of people,On the island of Balaam.
in-the-wild-north-1891.jpg,Shishkin_Ivan,there is a painting of a tree on a snowy hill,In the north of the wild...
clouds.jpg,Shishkin_Ivan,a drawing of a black and white picture of a cloudy sky,Clouds
landscape-with-a-hunter-valaam-island-1867.jpg,Shishkin_Ivan,a painting of a man standing in a forest with a dog,A landscape with a hunter.
noon-in-the-neighbourhood-of-moscow-1869.jpg,Shishkin_Ivan,painting of a couple of people riding a horse drawn carriage down a dirt road,It's noon outside Moscow.
a-walk-in-the-forest-1869.jpg,Shishkin_Ivan,painting of a group of people walking through a forest,Walking in the woods
pond-in-a-old-park-1897.jpg,Shishkin_Ivan,painting of a river with trees and grass in the background,Pond in the old park
the-field-of-wheat-1878.jpg,Shishkin_Ivan,painting of a field with trees and a dirt road,Roar
broken-birch-1872.jpg,Shishkin_Ivan,a drawing of a fallen tree in a forest with a bird flying overhead,Broken birch
pine-on-the-cliff-1855.jpg,Shishkin_Ivan,painting of a pine tree in a landscape with a bird perched on a branch,Pine on the Rock
the-teutoburg-forest-1865.jpg,Shishkin_Ivan,painting of a wooded scene with a bench and trees,Tewtoburg Forest
morning-in-a-pine-forest-1889.jpg,Shishkin_Ivan,painting of three bears climbing a tree in a forest,Morning in the pine forest
spain-1894.jpg,Mikhail_Vrubel,painting of a woman sitting at a table with a vase of flowers,Spain
red-flowers-and-leaves-of-begonia-in-a-basket.jpg,Mikhail_Vrubel,painting of a vase with flowers and plants in it,Red Flowers and Leaves of Begonia in a Basket
tamara-lying-in-state-1891.jpg,Mikhail_Vrubel,there is a black and white photo of a dead person in a bed,Tamara Lying in State
piet-1887.jpg,Mikhail_Vrubel,painting of two women in a bed with a man in a bed,Piet
italian-fisherman.jpg,Mikhail_Vrubel,painting of a man sitting on a rock with an umbrella,Italian fisherman
portrait-of-wife-of-the-businessman-artsybushev-1897.jpg,Mikhail_Vrubel,painting of a woman sitting in a chair with her hands crossed,Portrait of wife of the businessman Artsybushev
portrait-of-a-t-lyubatovich-in-role-of-carmen-1895.jpg,Mikhail_Vrubel,painting of a woman with a red flower in her hair,Portrait of a T. Lyubatovich in role of Carmen
feasting-romans-1883.jpg,Mikhail_Vrubel,three paintings of people sitting around a table with a bowl of food,Feasting Romans
portrait-of-a-young-man.jpg,Mikhail_Vrubel,portrait of a young man in a brown coat,Portrait of a young man
two-gondolas-on-the-quay-1885.jpg,Mikhail_Vrubel,drawing of a boat in a harbor with a man in the background,Two gondolas on the quay
salieri-pours-poison-into-a-mozart-s-glass-1884.jpg,Mikhail_Vrubel,a drawing of two people sitting at a table with a cat,Salieri pours poison into a Mozart’s glass
a-bed.jpg,Mikhail_Vrubel,drawing of a woman laying on a bed with a cat on it,A bed
a-man-in-a-russian-old-style-costume-1886.jpg,Mikhail_Vrubel,painting of a man in a black robe sitting in a chair,A Man in a Russian Old Style Costume
a-model-with-eastern-dress-1884.jpg,Mikhail_Vrubel,painting of a woman in a yellow dress and a hat,A model with eastern dress
after-the-concert-portrait-of-nadezhda-zabela-1905.jpg,Mikhail_Vrubel,painting of a woman sitting in a chair with a cat,After the Concert Portrait of Nadezhda Zabela
angel-with-censer-and-candle-1887.jpg,Mikhail_Vrubel,painting of a woman holding a candle in her hand,Angel with censer and candle
angel-with-labara-1884.jpg,Mikhail_Vrubel,painting of an angel with a staff and a halo above a building,Angel with Labara
anna-karenina-meets-her-son-1878.jpg,Mikhail_Vrubel,arafed woman in a dress holding a baby and a cane,Anna Karenina meets her son
archangel-gabriel-1885.jpg,Mikhail_Vrubel,painting of an angel holding a cross on a wall,Archangel Gabriel
artist-s-son-1901.jpg,Mikhail_Vrubel,painting of a baby in a carriage with a blanket and a scarf,Artist’s son
at-nightfall-1900.jpg,Mikhail_Vrubel,painting of two horses in a field of flowers with a woman in the foreground,At Nightfall
betrothal-of-mary-and-joseph-1881.jpg,Mikhail_Vrubel,arafed drawing of a group of people sitting on a stage,Betrothal of Mary and Joseph
bogatyr-1898.jpg,Mikhail_Vrubel,painting of a man in armor riding a horse with a skull on it,Bogatyr
briar-1884.jpg,Mikhail_Vrubel,painting of a vase with a flower in it sitting on a table,Briar
bryusov-1906.jpg,Mikhail_Vrubel,a drawing of a man with a beard and a suit,Bryusov
captured-pechenegs-costume-design-for-the-opera-rogneda-1896.jpg,Mikhail_Vrubel,a drawing of a man and a woman in traditional clothing,Captured Pechenegs (Costume design for the opera ‘Rogneda’)
catania-sicily-1894.jpg,Mikhail_Vrubel,painting of a harbor with boats and a mountain in the background,Catania. Sicily.
christ-1885.jpg,Mikhail_Vrubel,arafed image of a statue of jesus in a church,Christ
christ-in-gethsemane-1888.jpg,Mikhail_Vrubel,painting of a man holding a child in his arms,Christ in Gethsemane
demon-and-angel-with-tamara-s-soul-1891.jpg,Mikhail_Vrubel,painting of a woman sitting on a chair with a statue in the background,Demon and Angel with Tamara’s Soul
descent-of-holy-spirit-on-the-apostles-1885.jpg,Mikhail_Vrubel,arafed painting of a group of people sitting in a circle,Descent of Holy Spirit on the Apostles
dress.jpg,Mikhail_Vrubel,drawing of a woman in a dress sitting on a chair,Dress
eastern-dance-1887.jpg,Mikhail_Vrubel,painting of a woman standing on a rug with other people around her,Eastern dance
eastern-tale-1886.jpg,Mikhail_Vrubel,painting of a group of people in a cave with a man standing in the middle,Eastern Tale
fallen-demon-1902.jpg,Mikhail_Vrubel,painting of a man on a horse with a bird in his hand,Fallen Demon
fantastic-landscape-1894.jpg,Mikhail_Vrubel,painting of a man riding a bike in front of a painting of a sunset,Fantastic landscape
farewell-of-zara-with-ismail-1890.jpg,Mikhail_Vrubel,painting of a man and woman standing next to a horse,Farewell of Zara with Ismail
faust-1896.jpg,Mikhail_Vrubel,three paintings of a woman in a white dress and a man in a black suit,Faust
field-flowers-1884.jpg,Mikhail_Vrubel,there is a painting of flowers and plants on a table,Field flowers
flight-of-faust-and-mephisto-1886.jpg,Mikhail_Vrubel,painting of a man riding a horse with a woman on it,Flight of Faust and Mephisto
flowers.jpg,Mikhail_Vrubel,a black and white drawing of a flower with a poem written in german,Flowers
flowers-in-a-blue-vase.jpg,Mikhail_Vrubel,painting of a vase of flowers on a table with a yellow background,Flowers in a Blue Vase
flowers-in-a-blue-vase.jpg,Paul_Cezanne,painting of a vase of flowers on a table with a yellow background,Flowers in a Blue Vase
hamlet-and-ophelia-1884.jpg,Mikhail_Vrubel,painting of a man and woman sitting in a chair with a dog,Hamlet and Ophelia
hansel-and-gretel-1896.jpg,Mikhail_Vrubel,painting of two women sitting at a table with a candle,Hansel and Gretel
head-of-angel-1887.jpg,Mikhail_Vrubel,a drawing of a woman's face with a black and white background,Head of angel
head-of-demon-1890.jpg,Mikhail_Vrubel,a close up of a sculpture of a woman with a rock in her hair,Head of Demon
head-of-demon-with-mountains-1890.jpg,Mikhail_Vrubel,painting of a woman with a black hair and a green dress,Head of Demon with mountains
head-of-prophet-1905.jpg,Mikhail_Vrubel,a drawing of a man with a beard and a feather in his hair,Head of Prophet
italian-night-sketch-for-the-curtain-in-russian-private-opera-1891.jpg,Mikhail_Vrubel,painting of a woman standing in a doorway with a curtain,Italian Night (Sketch for the curtain in Russian Private Opera)
italian-night-in-naples-sketch-for-the-curtain-in-russian-private-opera-1891.jpg,Mikhail_Vrubel,painting of a group of people sitting on a lawn under a tree,Italian Night in Naples (Sketch for the curtain in Russian Private Opera)
kampanules-1904.jpg,Mikhail_Vrubel,painting of a vase of flowers with a sky background,Kampanules
knight-1896.jpg,Mikhail_Vrubel,a close up of a stained glass window with a woman on a horse,Knight
lady-in-furs.jpg,Mikhail_Vrubel,a drawing of a woman sitting on a couch with a dog,Lady in furs
lelle.jpg,Mikhail_Vrubel,statue of a woman holding a cat on a red background,Lelle
lilacs-1901.jpg,Mikhail_Vrubel,painting of a vase of purple flowers in a garden,Lilacs
madonna-1885.jpg,Mikhail_Vrubel,a close up of a painting of a woman holding a child,Madonna
male-nude.jpg,Mikhail_Vrubel,arafed male nude with a wooden pole by a painting,Male nude
mikula-selianinovich.jpg,Mikhail_Vrubel,painting of a man on a horse drawn carriage with a dog,Mikula Selianinovich
mikula-selianinovich-and-volha-1899.jpg,Mikhail_Vrubel,a close up of a large colorful wall with a doorway,Mikula Selianinovich and Volha
mizgir.jpg,Mikhail_Vrubel,a close up of a statue of a man with a hat and a beard,Mizgir
morning-1897.jpg,Mikhail_Vrubel,painting of a woman in a garden with flowers and birds,Morning
moses-1884.jpg,Mikhail_Vrubel,a close up of a painting of jesus holding a scroll,Moses
muse-1890.jpg,Mikhail_Vrubel,painting of a woman sitting on a bench with a book,Muse
odessa-harbour-1885.jpg,Mikhail_Vrubel,painting of a harbor with boats and buildings on the shore,Odessa harbour
orchid.jpg,Mikhail_Vrubel,a painting of a green flower with a yellow stem,Orchid
pan-1899.jpg,Mikhail_Vrubel,painting of a man with a beard and a beardless face sitting on a rock,Pan
parting-of-the-sea-king-and-princess-volkhova-1898.jpg,Mikhail_Vrubel,painting of a woman in a boat on a river with a man on it,Parting of the Sea King and Princess Volkhova
peacock.jpg,Mikhail_Vrubel,painting of a vase with a flower in it sitting on a table,Peacock
pearl-oister-1904.jpg,Mikhail_Vrubel,painting of a woman sitting in a circular hole with a man standing in the middle,Pearl oister
pencils-1905.jpg,Mikhail_Vrubel,"pencil drawing of a still life of a pencil, paint, and other items",Pencils
persian-prince-1886.jpg,Mikhail_Vrubel,painting of a man in a red outfit holding a bowl,Persian Prince
pieta-1884.jpg,Mikhail_Vrubel,painting of a group of people in a church with a dog,Pieta
playing-naiads-and-tritons.jpg,Mikhail_Vrubel,painting of a man on horseback riding over a waterfall in the snow,Playing naiads and tritons
portrait-of-a-businessman-k-artsybushev.jpg,Mikhail_Vrubel,painting of a man sitting in a chair in a room,Portrait of a Businessman K. Artsybushev
portrait-of-a-girl-against-a-persian-carpet-1886.jpg,Mikhail_Vrubel,a painting of a woman sitting on a bed with a rose in her hand,Portrait of a Girl against a Persian Carpet
portrait-of-an-officer-pechorin-on-a-sofa-1889.jpg,Mikhail_Vrubel,painting of a man sitting on a couch with a candle in his hand,Portrait of an Officer (Pechorin on a Sofa)
portrait-of-doctor-fiodor-usoltsev-with-an-icon-in-the-background.jpg,Mikhail_Vrubel,drawing of a man with a bird on his head,Portrait of Doctor Fiodor Usoltsev with an Icon in the Background
portrait-of-m-v-yakunchikova.jpg,Mikhail_Vrubel,painting of a woman with a red bow tie in a blue dress,Portrait of M. V. Yakunchikova
portrait-of-n-zabela-vrubel-on-the-edge-of-a-birch-grove-1904.jpg,Mikhail_Vrubel,painting of a woman in a pink hat and blue dress,Portrait of N. Zabela-Vrubel on the Edge of a Birch Grove
portrait-of-s-mamontov-the-founder-of-the-first-private-opera-1897.jpg,Mikhail_Vrubel,painting of a man sitting in a chair with a book,"Portrait of S. Mamontov, the Founder of the First Private Opera"
portrait-of-student-1882.jpg,Mikhail_Vrubel,a painting of a man reading a book while leaning on his head,Portrait of student
portrait-of-valentina-usoltseva-wife-of-the-doctor-usoltsev-1905.jpg,Mikhail_Vrubel,a drawing of a woman with a hat on her head,"Portrait of Valentina Usoltseva, wife of the Doctor Usoltsev"
primavera-1894.jpg,Mikhail_Vrubel,painting of a woman holding a bouquet of flowers in her hands,Primavera
prince-guido-costume-design-for-the-opera-the-tale-of-tsar-saltan-1890.jpg,Mikhail_Vrubel,a drawing of a man in a costume with a hat and a cape,Prince Guido (Costume design for the opera ‘The Tale of Tsar Saltan’)
princess-reverie-1896.jpg,Mikhail_Vrubel,painting of a man and woman on a boat with a crowd of people,Princess Reverie
princess-volhova.jpg,Mikhail_Vrubel,a close up of a statue of a man holding a book,Princess Volhova
red-azaleas.jpg,Mikhail_Vrubel,there is a painting of a giraffe with a flower in it,Red Azaleas
romeo-and-juliet.jpg,Mikhail_Vrubel,painting of a couple sitting on a couch in a room,Romeo and Juliet
roses-and-orchids-1894.jpg,Mikhail_Vrubel,there is a painting of flowers in a vase on a table,Roses and orchids
sadko-1900.jpg,Mikhail_Vrubel,a close up of a decorative plate with a design on it,Sadko
sappho.jpg,Mikhail_Vrubel,a painting of a nude woman sitting on a stool with a bow,Sappho
seated-demon-1890.jpg,Mikhail_Vrubel,painting of a man sitting on a chair in a field,Seated Demon
shadows-of-the-lagoons-and-naiades-1905.jpg,Mikhail_Vrubel,painting of a woman in a bathtub with a bird in the background,Shadows of the lagoons and naiades
sitter-in-the-renaissance-setting-1883.jpg,Mikhail_Vrubel,a painting of a man sitting on a chair with a bird on his shoulder,Sitter in the Renaissance Setting
st-cyril-1885.jpg,Mikhail_Vrubel,arafed statue of a man in a white robe and a gold frame,St. Cyril
still-life-fabrics-1884.jpg,Mikhail_Vrubel,painting of a woman sitting on a chair with a blanket on her back,Still life. Fabrics.
still-life-plaster-mask-horn-of-chandelier-1885.jpg,Mikhail_Vrubel,there is a painting of a man with a candle on a rock,"Still Life. Plaster mask, horn of chandelier."
swan-1901.jpg,Mikhail_Vrubel,painting of a white swan with a black background,Swan
tamara-and-demon-1891.jpg,Mikhail_Vrubel,painting of a woman in a dress sitting on a couch,Tamara and Demon
tamara-dancing-1891.jpg,Mikhail_Vrubel,there is a woman sitting on a rock in the middle of a mountain,Tamara Dancing
the-alexander-sloboda-1899.jpg,Mikhail_Vrubel,painting of a street with a building and a clock tower,The Alexander Sloboda
the-flying-demon.jpg,Mikhail_Vrubel,drawing of a man with a bird on his shoulder,The Flying Demon
the-fortune-teller-1895.jpg,Mikhail_Vrubel,painting of a woman sitting on a bed with a cloth on her lap,The Fortune Teller
the-judgement-of-paris-1893.jpg,Mikhail_Vrubel,three panel painting of a woman and a man in a landscape,The Judgement of Paris
the-left-artist-s-hand.jpg,Mikhail_Vrubel,a drawing of a hand with a long tail on a white paper,The left artist’s hand
the-lilacs-1900.jpg,Mikhail_Vrubel,painting of a woman in a black dress sitting in a garden of flowers,The Lilacs
the-six-winged-seraph-1905.jpg,Mikhail_Vrubel,a drawing of a woman with a bird on her shoulder,The Six Winged Seraph
the-snow-maiden.jpg,Mikhail_Vrubel,painting of a woman in a yellow dress with a cat,The Snow Maiden
the-swan-princess-1900.jpg,Mikhail_Vrubel,painting of a woman in a white dress with wings,The Swan Princess
the-vision-of-the-prophet-ezekiel-1906.jpg,Mikhail_Vrubel,painting of a woman with a hat and a sword in a field,The Vision of the Prophet Ezekiel
the-winter-canal-1901.jpg,Mikhail_Vrubel,painting of a building with a clock tower and a clock tower,The Winter Canal
valkyr-1899.jpg,Mikhail_Vrubel,painting of a woman in a black dress with feathers on her head,Valkyr
vase.jpg,Mikhail_Vrubel,painting of a blue vase with flowers in it on a table,Vase
venice-1893.jpg,Mikhail_Vrubel,painting of a woman in a purple dress standing in front of a painting,Venice
venice-bridge-of-sighs-1894.jpg,Mikhail_Vrubel,a painting of a bridge over a canal with boats in it,Venice. Bridge of Sighs
viking-merchant-costume-design-for-the-opera-sadko-1897.jpg,Mikhail_Vrubel,painting of a man in a costume holding a spear and a shield,Viking Merchant (Costume design for the opera ‘Sadko’)
virgin-and-child.jpg,Mikhail_Vrubel,a painting of a woman holding a child in her lap,Virgin and Child
virgin-and-child.jpg,Vasnecov_Viktor,a painting of a woman holding a child in her lap,Virgin and Child
volkhova-the-sea-princess-costume-design-for-the-opera-sadko-1897.jpg,Mikhail_Vrubel,a drawing of a woman in a dress with a fan,"Volkhova, the sea princess (Costume design for the opera ‘Sadko’)"
water-lilies.jpg,Mikhail_Vrubel,painting of water lilies in a pond with a tree in the background,Water Lilies
the-only-supposed-portrait-of-jan-vermeer.jpg,Vermeer_Jan,painting of a woman with a cat in her lap,"The Procuress, detail (supposed self-portrait)"
the-glass-of-wine.jpg,Vermeer_Jan,painting of a man and woman seated at a table with a cat,The glass of wine
woman-reading-a-letter-woman-in-blue-reading-a-letter.jpg,Vermeer_Jan,painting of a woman sewing a piece of cloth,Woman reading a letter (Woman in Blue Reading a Letter)
diana-and-her-companions.jpg,Vermeer_Jan,painting of a woman kneeling down to a child with a plate of food,Diana and her Companions
a-maid-asleep.jpg,Vermeer_Jan,painting of a woman reading a book with two cats on a bed,A maid asleep
the-procuress-1656.jpg,Vermeer_Jan,painting of a woman with a child and three other women,The Procuress
the-little-street.jpg,Vermeer_Jan,painting of a man walking down a cobblestone street past a building,The Little Street
girl-interrupted-at-her-music.jpg,Vermeer_Jan,painting of a woman reading a letter to a man sitting at a table,Girl interrupted at her music
view-on-delft.jpg,Vermeer_Jan,painting of a river with a city in the background,View on Delft
woman-with-a-lute.jpg,Vermeer_Jan,arafed man sitting at a table playing a guitar,Woman with a lute
girl-with-the-red-hat.jpg,Vermeer_Jan,arafed painting of a woman with a red hat and a red feather,Girl with the red hat
girl-with-a-flute.jpg,Vermeer_Jan,painting of a woman with a hat and a feather on her head,Girl with a Flute
a-lady-and-two-gentlemen.jpg,Vermeer_Jan,painting of a woman sitting at a table with a child and a man,A Lady and Two Gentlemen
allegory-on-faith.jpg,Vermeer_Jan,painting of a woman reading a letter in a room with a painting of a man and woman,Allegory on Faith
christ-in-the-house-of-martha-and-mary.jpg,Vermeer_Jan,painting of a woman sitting on a porch with a child,Christ in the House of Martha and Mary
girl-reading-a-letter-at-an-open-window-1657.jpg,Vermeer_Jan,arafed woman reading a letter by a window with a cat,Girl Reading a Letter at an Open Window
officer-and-laughing-girl.jpg,Vermeer_Jan,arafed woman in a red coat and a man in a black hat,Officer and Laughing Girl
saint-praxedis.jpg,Vermeer_Jan,painting of a woman pouring water from a pot into a bowl,Saint Praxedis
study-of-a-young-woman.jpg,Vermeer_Jan,painting of a woman with a pearl earring and a blue shawl,Study of a young woman
the-concert.jpg,Vermeer_Jan,painting of a group of people playing instruments in a room,The Concert
the-girl-with-a-pearl-earring.jpg,Vermeer_Jan,arafed painting of a girl with a pearl earring,The Girl with a Pearl Earring
the-love-letter.jpg,Vermeer_Jan,painting of a woman in a blue dress sitting at a table with a dog,The Love Letter
the-love-letter.jpg,Fragonar_Zhan_Onore,painting of a woman in a blue dress sitting at a table with a dog,The Love Letter
the-milkmaid.jpg,Vermeer_Jan,painting of a woman pouring water from a jug,The Milkmaid
young-woman-with-a-pearl-necklace.jpg,Vermeer_Jan,arafed woman in a yellow dress holding a pearl necklace,Young Woman with a Pearl Necklace
what-a-crash-1914.jpg,Kazimir_Malevich,cartoon of a man holding a stick in a field with other people,"What a crack, what a thunder."
we-went-out-of-mlawa-1914.jpg,Kazimir_Malevich,there is a drawing of a man riding a horse with a pole,We went after Mlava.
peasant-woman-carrying-buckets-with-water-1913.jpg,Kazimir_Malevich,a black and white drawing of a man with a hat and a bag,Peasant Woman Carrying Buckets with Water
soon-soon-we-will-in-krakow-1914.jpg,Kazimir_Malevich,cartoon of a man riding a horse in a field with a crowd,We'll be in Krakow soon.
sneaky-1913.jpg,Kazimir_Malevich,drawing of a man with a hat and a cane walking,Coward.
woman-s-head-in-profile-1912.jpg,Kazimir_Malevich,a drawing of a woman with a hood on her head,Woman s Head in Profile
two-and-a-pushcart-1911.jpg,Kazimir_Malevich,drawing of two men pushing a cart with a large bag of hay,Two with a hand cart.
black-square-1915.jpg,Kazimir_Malevich,arafed black and white photograph of a square with a black background,Black Suprematical Square
square-1913.jpg,Kazimir_Malevich,a drawing of a square with a black and white triangle in it,Square
town-1910.jpg,Kazimir_Malevich,painting of a landscape with a river and a mountain in the distance,Town
soldier-1913.jpg,Kazimir_Malevich,a drawing of a man with a red hat and blue pants,Soldier
portrait-of-man-1933.jpg,Kazimir_Malevich,a painting of a man in a red and white striped shirt,Portrait of Man
arithmetics-1913.jpg,Kazimir_Malevich,a drawing of a bird with a star on it's head,Arithmetics
birkenhain-1905.jpg,Kazimir_Malevich,painting of a house in a wooded area with a fence,Birkenhain
brawler-1913.jpg,Kazimir_Malevich,a drawing of a man in a blue suit and red pants,Brawler
bureau-and-room-1913.jpg,Kazimir_Malevich,painting of a vase with a tree and a bird on it,Bureau and Room
coward-1913.jpg,Kazimir_Malevich,a drawing of a man with a hat and a yellow box,Coward
not_detected_219727-1913.jpg,Kazimir_Malevich,drawing of a black and white picture of a clock and a building,Decor sketches for the opera ‘Victory over the Sun’
enemy-1913.jpg,Kazimir_Malevich,a drawing of a man with a hat and a dress,Enemy
fat-man-1913.jpg,Kazimir_Malevich,drawing of a man with a baseball bat in his hand,Fat Man
gardener-1911.jpg,Kazimir_Malevich,a painting of a man with a shovel and a dog,Gardener
head-of-a-peasant-girl.jpg,Kazimir_Malevich,painting of a geometric figure with a green and red background,Head of a Peasant Girl
in-the-baths-1911.jpg,Kazimir_Malevich,drawing of two men sitting on a bench in a kitchen,In the Baths
landscape-1908.jpg,Kazimir_Malevich,a painting of a yellow and blue painting with a lot of flowers,Landscape
landscape-near-kiev-1930.jpg,Kazimir_Malevich,a painting of a red roofed house in a field with trees,Landscape near Kiev
landscape-with-yellow-house-1907.jpg,Kazimir_Malevich,a painting of a painting of a building in the rain,Landscape with Yellow House
many-and-one-1913.jpg,Kazimir_Malevich,a drawing of a man in a red suit and red boots,Many and One
peasant-woman-with-buckets-1913.jpg,Kazimir_Malevich,a drawing of a vase with a bird on it,Peasant Woman with Buckets
pilot-1913.jpg,Kazimir_Malevich,a drawing of a black and white image of a geometric design,Pilot
portrait-of-a-man-1930.jpg,Kazimir_Malevich,painting of a man with a mustache and a red apron,Portrait of a Man
portrait-of-v-a-pavlov-1933.jpg,Kazimir_Malevich,a painting of a man in a green uniform looking off to the side,Portrait of V. A.Pavlov
province-1912.jpg,Kazimir_Malevich,painting of a man and woman walking in the rain with umbrellas,Province
singer-1913.jpg,Kazimir_Malevich,a drawing of a man with a blue and red tie,Singer
sisters-1910.jpg,Kazimir_Malevich,two women in white dresses and hats walk past a fence,Sisters
sketch-for-fresco-1907.jpg,Kazimir_Malevich,a painting of three women in a forest with trees,Sketch for fresco
someone-wicked-1913.jpg,Kazimir_Malevich,drawing of a man in a green shirt holding a knife and a paper,Someone Wicked
speakers-on-tribune-1919.jpg,Kazimir_Malevich,a drawing of a geometric design with a black circle and a red triangle,Speakers on Tribune
spring-garden-in-blossom-1904.jpg,Kazimir_Malevich,a painting of a village with trees and a path,Spring Garden in Blossom
study-suprematis-1917.jpg,Kazimir_Malevich,arafed drawing of a cross with a line of lines on it,Study Suprematis
summer-landscape.jpg,Kazimir_Malevich,a painting of a woman sitting under a tree in a field,Summer Landscape
suprematism.jpg,Kazimir_Malevich,"a painting of a red, white, blue and black square with a black cat",Suprematism
suprematism-two-dimensional-self-portrait-1915-1.jpg,Kazimir_Malevich,"a painting of a square, square, and circle on a white surface",Suprematism. Two Dimensional Self Portrait
suprematist-composition-1915.jpg,Kazimir_Malevich,"a close up of a painting with a black square, a red square, and a green square",Suprematist composition
suprematistic-construction-1915.jpg,Kazimir_Malevich,a close up of a piece of paper with a colorful design,Suprematistic Construction
taking-in-the-harvest-1911.jpg,Kazimir_Malevich,painting of a group of people working on a large piece of art,Taking in the Harvest
the-running-man-1933.jpg,Kazimir_Malevich,painting of a man walking across a street with a cross on the side,The Running Man
the-wedding-1907.jpg,Kazimir_Malevich,painting of a wedding party in a park with a bride and groom,The wedding
self-portrait-1933.jpg,Kazimir_Malevich,painting of a man in a red hat and green and black outfit,Autoportrait
argentine-polka-1911.jpg,Kazimir_Malevich,painting of a man and woman dancing in a field,Argentine Polish
white-square-1917.jpg,Kazimir_Malevich,arafed image of a square of paper with a white background,White square
underwear-on-the-fence-1903.jpg,Kazimir_Malevich,a painting of a fence with clothes hanging out to dry,Wallet on the fence.
demon-1914-1.jpg,Kazimir_Malevich,a close up of a drawing of a man with a guitar,No. No.
the-athlete-of-the-future-1913-1.jpg,Kazimir_Malevich,"a drawing of a man in a colorful suit with a red, yellow, blue and black stripe",Willian Powerman
in-the-field-1912.jpg,Kazimir_Malevich,sketches of a drawing of a woman and a child,In the field
spring-1929.jpg,Kazimir_Malevich,a painting of a village with a path leading to a house,Spring
wilhelm-s-merry-go-round-1914.jpg,Kazimir_Malevich,illustration of a man in a suit is falling off a cliff,Wilhelm carousel
attentive-worker-1913.jpg,Kazimir_Malevich,drawing of a man in a black and white outfit with a red hat,Careful Worker
turkish-soldier-1913.jpg,Kazimir_Malevich,a drawing of a man in a red suit standing in front of a window,Warrior
look-vistula-is-near-poster-1914.jpg,Kazimir_Malevich,cartoon of a man in a green suit with a hat on,"Look, look, it's close to Visla."
look-vistula-is-near-poster-1914-1.jpg,Kazimir_Malevich,a close up of a cartoon of a man with a cane,"Look, look, it's close to Visla."
head-of-peasant-1.jpg,Kazimir_Malevich,a painting of a man with a beard and a yellow shirt,The head of a peasant
the-lady-at-the-piano-1913.jpg,Kazimir_Malevich,painting of a man with a guitar and a guitar case,The lady at the piano.
two-dryads-1908.jpg,Kazimir_Malevich,a drawing of two people sitting under a tree with a clock,Two driades
unemployed-girl.jpg,Kazimir_Malevich,painting of a woman sitting on a bench in a park,Girl without service
house-in-the-wall-1911.jpg,Kazimir_Malevich,a drawing of a house with a wagon in front of it,The house in the fence.
woodcutter-1913.jpg,Kazimir_Malevich,a drawing of a man with a baseball bat in his hand,Woodman
oak-and-dryads-1908.jpg,Kazimir_Malevich,painting of a woman with a red hat and a man with a dog,Dubs and droids
reaping-1911.jpg,Kazimir_Malevich,drawing of a group of people in a field with a dog,Crops
portrait-of-a-woman-1934.jpg,Kazimir_Malevich,a painting of a woman with a white collar and black shirt,Women's portrait
peasant-woman-1912.jpg,Kazimir_Malevich,painting of a man in a top hat and a woman in a dress,A woman with buckets
vividly-we-took-galich-1914.jpg,Kazimir_Malevich,cartoon of a man with a beard and a red shirt pointing at a castle,We've got Galić now.
reapers-1929.jpg,Kazimir_Malevich,a painting of three women in a field with a sky background,Reapers
green-and-black-1913.jpg,Kazimir_Malevich,a drawing of a black and white picture of a clock and a building,Green and black
winter-landscape-1906.jpg,Kazimir_Malevich,a painting of a group of trees with yellow leaves,Winter landscape
what-impudence-1915.jpg,Kazimir_Malevich,drawing of a black and white picture of a square with a square on it,What an insolence!
composition-1914.jpg,Kazimir_Malevich,drawing of a sign with a arrow pointing up to the word'lee ',Music
composition-with-the-mona-lisa-1914.jpg,Kazimir_Malevich,painting of a woman with a hat and a book on a table,♪ ♪ The song with Joconda ♪
cow-and-fiddle-1913.jpg,Kazimir_Malevich,arafed man with a guitar and a cow by juan gris,The cow and the violin
mower-1912.jpg,Kazimir_Malevich,drawing of a man in a helmet and a suit,Cossar
red-house-1932.jpg,Kazimir_Malevich,painting of a red building on a beach with a blue sky,Red house
peasant-woman-with-buckets-1912.jpg,Kazimir_Malevich,drawing of a man with a bucket and a bucket on a table,A farmer with buckets.
peasant-women-in-a-church-1912.jpg,Kazimir_Malevich,a drawing of a group of women standing in a line,Farmers in the Church
cubo-futurist-composition-1912.jpg,Kazimir_Malevich,a drawing of a man with a guitar and a woman,Kubofuturistic composition
smith-1933.jpg,Kazimir_Malevich,painting of a man in a red shirt holding a glass of wine,The blacksmith
bather-1911.jpg,Kazimir_Malevich,painting of a naked woman sitting on a blanket in a field,Buyer
bathers-1911.jpg,Kazimir_Malevich,drawing of two men in a boat with a man holding a bucket,Buyers
bathers-1.jpg,Kazimir_Malevich,a painting of three nudes in a park with a dog,Buyers
