file_name,artist_name,description,picture_name,ru_picture_name,ru_artist_name
crown-of-roses.jpg,Pierre Aauguste Renoir,wreath roses on table,Crown of Roses,Корона роз,Пьер Огюст Ренуар 
dame-en-toilette-de-ville-1875.jpg,Pierre Aauguste Renoir,young girl with hat and feathered hat,Dame en toilette de Ville,Дама в туалете в Вилье,Пьер Огюст Ренуар 
ball-at-the-moulin-de-la-galette-1876(1).jpg,Pierre Aauguste Renoir,crowd people sitting around table in park,Dance at Moulin de la Galette,Танец в Мулен-де-ла-Галетт,Пьер Огюст Ренуар 
dance-in-the-country-1883.jpg,Pierre Aauguste Renoir,arafed couple dancing in dance pose,Dance in the Country,Танцуй в стране,Пьер Огюст Ренуар 
diana.jpg,Pierre Aauguste Renoir,woman in white dress sitting in wooded area,Diana,Диана,Пьер Огюст Ренуар 
frederic-bazille-1867.jpg,Pierre Aauguste Renoir,man sitting in chair with his legs crossed,Frederic Bazille,Фредерик Базилль,Пьер Огюст Ренуар 
georgette-charpentier-standing-1880.jpg,Pierre Aauguste Renoir,little girl in pink dress and hat,Georgette Charpentier Standing,"Жоржетта Шарпентье, стоящая",Пьер Огюст Ренуар 
girl-gathering-flowers.jpg,Pierre Aauguste Renoir,woman in field with parasol,Girl Gathering Flowers,"Девочки, собирающие цветы",Пьер Огюст Ренуар 
girls-at-the-piano-1892-1.jpg,Pierre Aauguste Renoir,two women sitting at piano playing music,Girls at the Piano,Девочки на фортепиано,Пьер Огюст Ренуар 
head-of-a-dog-1870.jpg,Pierre Aauguste Renoir,dog with collar and small toy,Head of a Dog,Глава собаки,Пьер Огюст Ренуар 
head-of-a-young-woman-1880.jpg,Pierre Aauguste Renoir,woman with red headband on,Head of a Young Woman,Глава молодой женщины,Пьер Огюст Ренуар 
in-st-cloud-park-1866.jpg,Pierre Aauguste Renoir,group people in park with horse drawn carriage,In St Cloud Park,В парке Святого Облака,Пьер Огюст Ренуар 
in-summer-the-gypsy-1868.jpg,Pierre Aauguste Renoir,woman sitting in chair with flower in her hand,In summer (The Gypsy),Летом (цыгане),Пьер Огюст Ренуар 
jeanne-samary-in-a-low-necked-dress-1877.jpg,Pierre Aauguste Renoir,woman in green dress with her hand on her chin,Jeanne Samary in a Low Necked Dress,Жанна Самари в платье с низкой шеей,Пьер Огюст Ренуар 
la-grenouillere-1869-1.jpg,Pierre Aauguste Renoir,group people standing on pier next to river,La Grenouillere,Ла Гренуйер,Пьер Огюст Ренуар 
landscape-1868.jpg,Pierre Aauguste Renoir,snowy landscape with house and garden,Landscape,Площадь,Пьер Огюст Ренуар 
landscape-near-essoyes-1892.jpg,Pierre Aauguste Renoir,person walking down dirt road in field,Landscape near Essoyes,Площадь вблизи Эссои,Пьер Огюст Ренуар 
lise-on-the-bank-of-the-seine-1870.jpg,Pierre Aauguste Renoir,naked woman with dog and cat,Lise on the Bank of the Seine,Лиза на банке Сены,Пьер Огюст Ренуар 
lise-with-umbrella-1867.jpg,Pierre Aauguste Renoir,woman in white dress holding umbrella,Lise with Umbrella,Лиза с Зонтиком,Пьер Огюст Ренуар 
madame-paul-gallimard-nee-lucie-duche-1892.jpg,Pierre Aauguste Renoir,woman sitting in chair with pink dress,Madame Paul Gallimard nee. Lucie Duche,"Госпожа Пол Галлимард Ни, Люси Дюче",Пьер Огюст Ренуар 
mixed-flowers-in-an-earthware-pot-1869.jpg,Pierre Aauguste Renoir,there is vase flowers and fruit on table,Mixed Flowers In An Earthware Pot,Смешанные цветы в земном полотне,Пьер Огюст Ренуар 
monet-painting-in-his-garden-at-argenteuil-1873.jpg,Pierre Aauguste Renoir,man in garden with easel,Monet painting in his garden at Argenteuil,Картина Моне в его саду в Аргентёйле,Пьер Огюст Ренуар 
noirmoutiers-1892.jpg,Pierre Aauguste Renoir,woman walking through field next to tree,Noirmoutiers,Нормоутеры,Пьер Огюст Ренуар 
nude-1880.jpg,Pierre Aauguste Renoir,nude woman sitting on yellow chair,Nude,Голый,Пьер Огюст Ренуар 
nude-in-a-straw-hat-1892.jpg,Pierre Aauguste Renoir,woman sitting on grass covered hill,Nude in a Straw Hat,Голый в шляпе,Пьер Огюст Ренуар 
nude-seated-on-a-sofa-1876.jpg,Pierre Aauguste Renoir,arafed woman sitting on bed with white sheet,Nude Seated on a Sofa,Голый запечатан на диване,Пьер Огюст Ренуар 
nude-sitting-in-the-forest.jpg,Pierre Aauguste Renoir,naked woman sitting in wooded area,Nude Sitting in the Forest,"Голый, сидящий в лесу",Пьер Огюст Ренуар 
odalisque.jpg,Pierre Aauguste Renoir,woman with large breast sitting on chair,Odalisque,Одалиск,Пьер Огюст Ренуар 
odalisque-an-algerian-woman-1870.jpg,Pierre Aauguste Renoir,woman laying on bed with green vase,Odalisque (An Algerian Woman),Одалиск (Алжирская женщина),Пьер Огюст Ренуар 
oedipus-rex-1895.jpg,Pierre Aauguste Renoir,group people in front building,Oedipus Rex,Edipus Rex,Пьер Огюст Ренуар 
on-the-path-1872.jpg,Pierre Aauguste Renoir,man walking down dirt road with horse,On the Path,На пути,Пьер Огюст Ренуар 
onions-1881.jpg,Pierre Aauguste Renoir,onions and garlic on table cloth,Onions,Лук,Пьер Огюст Ренуар 
pink-and-blue-1881.jpg,Pierre Aauguste Renoir,two young girls in dresses standing next to each other,Pink and Blue,Розовый и синий,Пьер Огюст Ренуар 
place-de-la-trinite-1875-1.jpg,Pierre Aauguste Renoir,busy street with people and horses and carriages,Place de la Trinite,&lt; &lt; Тринит &gt; &gt;,Пьер Огюст Ренуар 
pont-neuf-1872.jpg,Pierre Aauguste Renoir,city street with people walking and sitting on benches,Pont Neuf,Понт Нойф,Пьер Огюст Ренуар 
portrait-of-a-kid-in-a-beret-1892.jpg,Pierre Aauguste Renoir,boy in blue hat and blue coat,Portrait of a Kid in a Beret,Портрет ребенка в берете,Пьер Огюст Ренуар 
portrait-of-a-woman-1892.jpg,Pierre Aauguste Renoir,woman holding dog in her arms,Portrait of a Woman,Портрет женщины,Пьер Огюст Ренуар 
portrait-of-mademoiselle-sicotg-1865.jpg,Pierre Aauguste Renoir,woman in purple dress sitting on purple chair,Portrait of Mademoiselle Sicotg,Портрет мадемуазель Сикотг,Пьер Огюст Ренуар 
reclining-nude-1860.jpg,Pierre Aauguste Renoir,nude woman laying on bed in room,Reclining Nude,Облокотившись на голени,Пьер Огюст Ренуар 
romaine-lascaux-1864.jpg,Pierre Aauguste Renoir,young girl sitting in chair with flower,Romaine Lascaux,Роман Ласко,Пьер Огюст Ренуар 
roses-in-a-china-vase.jpg,Pierre Aauguste Renoir,vase pink flowers on table,Roses in a China Vase,Розы в китайской вазе,Пьер Огюст Ренуар 
roses-in-a-vase-1876.jpg,Pierre Aauguste Renoir,vase flowers on table with red cloth,Roses in a Vase,Розы в Вазе,Пьер Огюст Ренуар 
sailboats-1885.jpg,Pierre Aauguste Renoir,sailboats in body water with sky background,Sailboats,Морские лодки,Пьер Огюст Ренуар 
seascape-1883.jpg,Pierre Aauguste Renoir,landscape with windmill and river,Seascape,Морской пейзаж,Пьер Огюст Ренуар 
seascape-near-berneval-1879.jpg,Pierre Aauguste Renoir,beach with waves crashing in sand,Seascape near berneval,Морской пейзаж рядом с Берневалем,Пьер Огюст Ренуар 
self-portrait-with-a-white-hat-1910.jpg,Pierre Aauguste Renoir,man with white hat and brown jacket,Self-Portrait with a White Hat,Самопортрет с белой шляпкой,Пьер Огюст Ренуар 
skaters-in-the-bois-de-boulogne-1868.jpg,Pierre Aauguste Renoir,crowd people on snowy field with dog,Skaters in the Bois de Boulogne,Корабли в Булонье,Пьер Огюст Ренуар 
small-nude-in-blue-1879.jpg,Pierre Aauguste Renoir,arafed young man sitting on grass covered ground,Small Nude in Blue,Маленькая голень в синем,Пьер Огюст Ренуар 
spring-the-four-seasons-1879.jpg,Pierre Aauguste Renoir,woman in white dress walking in field,Spring (The Four Seasons),Весна (четыре сезона),Пьер Огюст Ренуар 
spring-bouquet-1866.jpg,Pierre Aauguste Renoir,vase flowers on table with brown background,Spring Bouquet,Весенний Буке,Пьер Огюст Ренуар 
still-life-with-bouquet-1871.jpg,Pierre Aauguste Renoir,vase with flowers and fan on table,Still Life with Bouquet,Жизнь с Буке,Пьер Огюст Ренуар 
still-life-with-fruit-1881.jpg,Pierre Aauguste Renoir,bowl fruit and vegetables on table,Still Life with Fruit,Жизнь с фруктами,Пьер Огюст Ренуар 
still-life-with-lemons-and-oranges-1881.jpg,Pierre Aauguste Renoir,three oranges and lemon on table,Still Life with Lemons and Oranges,Жизнь с лимонами и апельсинами,Пьер Огюст Ренуар 
still-life-with-peaches-and-grapes-1881.jpg,Pierre Aauguste Renoir,bowl fruit on table with grapes and grapes,Still life with peaches and grapes,Жизнь с персиками и виноградом,Пьер Огюст Ренуар 
still-life-with-pheasant-and-partridge.jpg,Pierre Aauguste Renoir,two birds on bed with dog sleeping on bed,Still life with pheasant and partridge,Жизнь с фазаном и курицей,Пьер Огюст Ренуар 
still-life-with-strawberries.jpg,Pierre Aauguste Renoir,strawberries in bowl on table,Still Life with Strawberries,Жизнь с клубникой,Пьер Огюст Ренуар 
strong-wind-gust-of-wind.jpg,Pierre Aauguste Renoir,landscape with hill and river,Strong Wind (Gust of Wind),Сильный ветер (Гроза ветра),Пьер Огюст Ренуар 
studies-of-the-children-of-paul-berard-1881.jpg,Pierre Aauguste Renoir,group children sitting around table,Studies of the Children of Paul Berard,Исследования детей Павла Берарда,Пьер Огюст Ренуар 
study-for-scene-from-tannhauser.jpg,Pierre Aauguste Renoir,two nudes in bathtub with mirror,Study for scene from tannhauser,Изучение сцены из танхаузера,Пьер Огюст Ренуар 
study-torso-sunlight-effect.jpg,Pierre Aauguste Renoir,nude woman sitting in field grass,Study Torso Sunlight Effect,Изучение эффекта солнечного света Torso,Пьер Огюст Ренуар 
sunset-at-sea-1879.jpg,Pierre Aauguste Renoir,bird flying over field grass,Sunset at sea,Солнце в море,Пьер Огюст Ренуар 
tama-the-japanese-dog.jpg,Pierre Aauguste Renoir,dog sitting on couch with piece bread in its mouth,Tama the japanese dog,Тама японская собака,Пьер Огюст Ренуар 
the-artist-s-mother-1860.jpg,Pierre Aauguste Renoir,woman with bonnet and white dress,The Artist s Mother,Мама - художник,Пьер Огюст Ренуар 
the-bridge-at-chatou.jpg,Pierre Aauguste Renoir,bridge over river with boat in water,The bridge at chatou,Мост в Шато,Пьер Огюст Ренуар 
the-champs-elysees-during-the-paris-fair-of-1867-1867.jpg,Pierre Aauguste Renoir,park with people walking and sitting on grass,The Champs Elysees during the Paris Fair of 1867,Чемпионы Элис во время парижской ярмарки 1867 года,Пьер Огюст Ренуар 
the-clown-james-bollinger-mazutreek-1868.jpg,Pierre Aauguste Renoir,man in circus outfit holding stick,The Clown (James Bollinger Mazutreek),Клоун (Джеймс Боллингер Мазутрик),Пьер Огюст Ренуар 
the-doges-palace-1881.jpg,Pierre Aauguste Renoir,city with clock tower and boats in water,The Doges’ Palace,Дожесский дворец,Пьер Огюст Ренуар 
the-great-boulevards-1875.jpg,Pierre Aauguste Renoir,busy street with people walking and sitting on benches,The Great Boulevards,Великие бульвары,Пьер Огюст Ренуар 
the-gust-of-wind.jpg,Pierre Aauguste Renoir,landscape with hill and trees in distance,The Gust of Wind,Порыв ветра,Пьер Огюст Ренуар 
the-harem-parisian-women-dresses-as-algerians-1872.jpg,Pierre Aauguste Renoir,three women sitting on rug in room,The Harem (Parisian Women Dresses as Algerians),Харем (парижские женщины одеваются как алжирцы),Пьер Огюст Ренуар 
the-hatpin-1898.jpg,Pierre Aauguste Renoir,woman in yellow hat and white dress,The Hatpin,Шляпник,Пьер Огюст Ренуар 
the-inn-of-mother-anthony-1866.jpg,Pierre Aauguste Renoir,family sitting around table with dog,The Inn of Mother Anthony,Гостиница матери Энтони,Пьер Огюст Ренуар 
the-judgment-of-paris-1908.jpg,Pierre Aauguste Renoir,three women in field with tree,The judgment of Paris,Решение Парижа,Пьер Огюст Ренуар 
the-large-bathers-1887.jpg,Pierre Aauguste Renoir,three nudes sitting on rock by river,The Large Bathers,Большие купатели,Пьер Огюст Ренуар 
the-luncheon-of-the-boating-party-1881.jpg,Pierre Aauguste Renoir,glass wine and pitcher on table,The luncheon of the boating party,Обед на лодочной вечеринке,Пьер Огюст Ренуар 
the-painter-alfred-sisley-1868.jpg,Pierre Aauguste Renoir,portrait man with beard and white shirt,The Painter Alfred Sisley,Пейнтер Альфред Сисли,Пьер Огюст Ренуар 
the-path-through-the-forest-1871.jpg,Pierre Aauguste Renoir,dirt road in woods with trees,The Path through the Forest,Путь через лес,Пьер Огюст Ренуар 
the-pont-des-arts-and-the-institut-de-france-1867.jpg,Pierre Aauguste Renoir,city with bridge and river,The Pont des Arts and the Institut de France,Понт по искусству и Институт Франции,Пьер Огюст Ренуар 
the-return-of-the-boating-party-1862.jpg,Pierre Aauguste Renoir,group people on boat on beach,The Return of the Boating Party,Возвращение партии лодочного спорта,Пьер Огюст Ренуар 
the-spring.jpg,Pierre Aauguste Renoir,woman in white dress standing in forest,The Spring,Весна,Пьер Огюст Ренуар 
three-partridges.jpg,Pierre Aauguste Renoir,dead bird and dead bird on table,Three Partridges,Три партриджа,Пьер Огюст Ренуар 
torso-before-the-bath.jpg,Pierre Aauguste Renoir,arafed woman sitting on bed with her hair in her hand,Torso Before the Bath,Torso перед ванной,Пьер Огюст Ренуар 
portrait-of-a-young-woman-1.jpg,Raphael,close up woman with bird in background,Portrait of a young woman,Портрет молодой женщины,Рафаэль
hanno-the-pope-s-leo-x-elephant-1516.jpg,Raphael,man riding elephant with woman on it,"Hanno, The Pope’s Leo X Elephant","Ханно, Папа Лео Икс Слон",Рафаэль
the-liberation-of-st-peter-in-the-stanza-d-eliodoro-1514.jpg,Raphael,arafed man in prison cell with woman in cage,"The Liberation of St. Peter, in the Stanza D’Eliodoro",&lt; &lt; Освобождение Святого Петра &gt; &gt; в Штанза-Дьодоро,Рафаэль
apollo-and-marsyas-from-the-stanza-della-segnatura-1511.jpg,Raphael,arafed group men fighting with woman,"Apollo and Marsyas, from the ‘Stanza della Segnatura’","Аполлон и Марсияс, из ""Stanza della Segnatura""",Рафаэль
st-paul-preaching-at-athens-cartoon-for-the-sistine-chapel.jpg,Raphael,arafed man standing in front crowd people,St. Paul Preaching at Athens (cartoon for the Sistine Chapel),Святой Павел проповедует в Афинах (каптон Сикстинской капеллы),Рафаэль
philosophy-from-the-stanza-della-segnatura-1511.jpg,Raphael,arafed woman holding book and bunch cherries,"Philosophy, from the ‘Stanza della Segnatura’","Философия из ""Stanza della Segnatura""",Рафаэль
the-expulsion-of-heliodorus-from-the-temple-1512.jpg,Raphael,arafed scene roman battle,The Expulsion of Heliodorus from the Temple,Высылка Гелиодоруса из Храма,Рафаэль
study-for-the-head-of-a-poet.jpg,Raphael,close up man with hat,Study for the Head of a Poet,Исследование для главы поэта,Рафаэль
study-for-st-paul-preaching-in-athens-1515.jpg,Raphael,arafed group men standing in line,Study for St. Paul Preaching in Athens,Изучение проповеди Святого Павла в Афинах,Рафаэль
study-of-god-the-father-1515.jpg,Raphael,close up man holding baby,Study of God the Father,"Изучение Бога, Отца",Рафаэль
study-for-the-knight-s-dream.jpg,Raphael,man laying on ground next to woman,Study for ‘The Knight’s Dream’,Изучайте мечту о рыцарях,Рафаэль
adam-and-eve-from-the-stanza-della-segnatura-1511.jpg,Raphael,arafed two naked men and dog in field,"Adam and Eve, from the ‘Stanza della Segnatura’","Адам и Ева, из ""Stanza della Segnatura""",Рафаэль
adam-and-eve-from-the-stanza-della-segnatura-detail-1511.jpg,Raphael,arafed couple naked men and woman,"Adam and Eve, from the ‘Stanza della Segnatura’ (detail)","Адам и Ева, из ""Stanza della Seganturaus"" (подробная информация)",Рафаэль
angel-from-the-polyptych-of-st-nicolas-of-tolentino-1501.jpg,Raphael,arafed man holding scroll with ribbon,"Angel, from the polyptych of St. Nicolas of Tolentino","Ангел, от полиптиха Святого Николя Толентино",Рафаэль
ceiling-1514.jpg,Raphael,close up ceiling with on it,Ceiling,Потолочные значения,Рафаэль
christ-blessing-1502.jpg,Raphael,man with crown on his head,Christ Blessing,Благословение Христа,Рафаэль
christ-s-charge-to-st-peter-cartoon-for-the-sistine-chapel.jpg,Raphael,group people standing around man with goat,Christ’s Charge to St. Peter (cartoon for the Sistine Chapel),Христингс Заряжаю на Сент-Питер (картон для Сикстинской капеллы),Рафаэль
crucifixion-1503.jpg,Raphael,arafed jesus on cross with angels and woman,Crucifixion,Распятие,Рафаэль
cupid-and-the-three-graces-1517.jpg,Raphael,arafed three nudes and winged figure,Cupid and the Three Graces,Купидон и три благодати,Рафаэль
diotalevi-madonna-1503.jpg,Raphael,arafed woman holding baby and cross,Diotalevi Madonna,Диаталеви Мадонна,Рафаэль
disputation-of-the-holy-sacrament-detail-1510.jpg,Raphael,arafed jesus and other people in sky,Disputation of the Holy Sacrament (detail),Споры о святом Сакраменте (подробная информация),Рафаэль
expulsion-of-heliodorus-from-the-temple-detail.jpg,Raphael,arafed man holding baby and woman,Expulsion of Heliodorus from the Temple (detail),Высылка гелиодоруса из Храма (подробная информация),Рафаэль
galatea-detail-of-putto-and-dolphins-1506.jpg,Raphael,baby with wings on body water,"Galatea, detail of putto","Галатея, деталь пуха.",Рафаэль
gregory-ix-approving-the-decretals-1511.jpg,Raphael,arafed man in white robe and crown,Gregory IX Approving the Decretals,Грегори IX Утверждение декрементов,Рафаэль
head-of-a-woman-1520.jpg,Raphael,woman with headband on her head,Head of a Woman,Глава женщины,Рафаэль
justice-from-the-stanza-della-segnatura-1511.jpg,Raphael,arafed woman holding sword and surrounded by angels,"Justice, from the ‘Stanza della Segnatura’","Справедливость из ""Stanza della Segantura""",Рафаэль
kneeling-nude-woman.jpg,Raphael,arafed nude woman reaching for flower,Kneeling Nude Woman,Голень на коленях,Рафаэль
lamentation-over-the-dead-christ.jpg,Raphael,group people sitting on ground,Lamentation over the Dead Christ,Богохульство над мертвым Христом,Рафаэль
madonna-and-child-enthroned-with-saints-1505.jpg,Raphael,arafed group people standing around man,Madonna and Child Enthroned with Saints,"Мадонна и детёныша, настроенные на святых",Рафаэль
madonna-studies-1513.jpg,Raphael,arafed child and dog in landscape,Madonna Studies,Исследования Мадонны,Рафаэль
madonna-with-child-and-saints.jpg,Raphael,arafed family with baby and man,Madonna with Child and Saints,Мадонна с детьми и святыми,Рафаэль
miraculous-draught-of-fishes.jpg,Raphael,group people on boat in ocean,Miraculous Draught of Fishes,Чудесный утюг рыбы,Рафаэль
nude-study.jpg,Raphael,arafed two men standing next to each other,Nude Study,Голенькое исследование,Рафаэль
poetry-from-the-stanza-della-segnatura-1511.jpg,Raphael,arafed woman with harp and angels,"Poetry, from the ‘Stanza della Segnatura’","Поэзия: из ""Stanza della Segantura""",Рафаэль
pope-leo-i-repulsing-attila-1514.jpg,Raphael,man on horse being led by group men,Pope Leo I Repulsing Attila,Папа Лео I отталкивал Аттилу,Рафаэль
portrait-of-a-lady-with-a-unicorn-1506.jpg,Raphael,arafed woman holding baby animal in her arms,Portrait of a Lady with a Unicorn,Портрет леди с единорогом,Рафаэль
portrait-of-a-man-holding-an-apple-1500.jpg,Raphael,arafed portrait man in red coat and hat,Portrait of a Man holding an Apple,Портрет человека с яблоком,Рафаэль
portrait-of-a-woman-la-muta-1507.jpg,Raphael,arafed portrait woman with rosary and necklace,Portrait of a Woman (La Muta),Портрет женщины (Ла Мута),Рафаэль
portrait-of-a-young-man-1515.jpg,Raphael,young girl with pink shawl,Portrait of a Young Man,Портрет молодого человека,Рафаэль
portrait-of-agnolo-doni-1506.jpg,Raphael,arafed man with red coat and black hat sitting on ledge,Portrait of Agnolo Doni,Портрет Агноло Дони,Рафаэль
portrait-of-bindo-altoviti-1515.jpg,Raphael,arafed portrait man with black hat and black cloak,Portrait of Bindo Altoviti,Портрет Биндо Альтовити,Рафаэль
portrait-of-elizabeth-gonzaga.jpg,Raphael,close up woman with cross on her forehead,Portrait of Elizabeth Gonzaga,Портрет Элизабет Гонсалеса,Рафаэль
portrait-of-maddalena-doni-1506.jpg,Raphael,close up woman with necklace,Portrait of Maddalena Doni,Портрет Маддалены Дони,Рафаэль
portrait-of-pope-julius-ii.jpg,Raphael,arafed man in red robe sitting in chair,Portrait of Pope Julius II,Портрет Папы Юлия II,Рафаэль
portrait-of-the-young-pietro-bembo-1504.jpg,Raphael,arafed portrait man with red beret holding cigarette,Portrait of the Young Pietro Bembo,Портрет молодого пьетро Бембо,Рафаэль
prime-mover-from-the-stanza-della-segnatura-1511.jpg,Raphael,arafed man holding large moon with angels surrounding,"Prime Mover, from the ‘Stanza della Segnatura’","Прайм-Мовер из ""Stanza della Segantura""",Рафаэль
psyche-presenting-venus-with-water-from-the-styx-1517.jpg,Raphael,man and woman standing next to each other,Psyche presenting Venus with water from the Styx,Психиатрическая подача Венеры водой из Стикса,Рафаэль
scenes-from-the-life-of-david-1519.jpg,Raphael,arafed ceiling with paintings angels and horses in building,Scenes from the Life of David,Сцены из жизни Давида,Рафаэль
self-portrait-with-a-friend.jpg,Raphael,arafed two men with beard and mustache,Self Portrait with a Friend,Самопровозглашение с другом,Рафаэль
solly-madonna.jpg,Raphael,arafed image woman holding baby,Solly Madonna,Солли Мадонна,Рафаэль
st-george-and-the-dragon.jpg,Raphael,woman on horse with dragon and man on horse,St. George and the Dragon,Сент-Джордж и Дракон,Рафаэль
st-sebastian-1502.jpg,Raphael,arafed portrait woman with staff and halo,St. Sebastian,Сент-Себастьян,Рафаэль
studies-for-the-transfiguration.jpg,Raphael,two men with hands in front each other,Studies for the Transfiguration,Исследования по вопросам преобразования,Рафаэль
study-for-adam-1509.jpg,Raphael,arafed seated man with his legs crossed,Study for Adam,Учеба для Адама,Рафаэль
study-for-the-entombment-in-the-galleria-borghese-rome.jpg,Raphael,group people standing around man,"Study for the ‘Entombment’ in the Galleria Borghese, Rome","Исследование для „Энтомбамента"" в галерее Боргезе, Рим",Рафаэль
study-for-the-disputa-1509.jpg,Raphael,arafed group people in room,Study for the Disputa,Изучение спора,Рафаэль
study-for-the-head-1507.jpg,Raphael,close up man with hat on,Study for the Head,Исследование для главы,Рафаэль
study-for-the-holy-family-1518.jpg,Raphael,arafed woman holding baby and man kneeling down,Study for the Holy Family,Исследование для Святой семьи,Рафаэль
the-adoration-of-the-magi-1503.jpg,Raphael,arafed group people standing around horse,The Adoration of the Magi,Обожание волхвов,Рафаэль
the-annunciation-1503.jpg,Raphael,arafed woman kneeling in room with man kneeling down,The Annunciation,Объявление,Рафаэль
the-baptism-of-constantine.jpg,Raphael,arafed group people in building,The Baptism of Constantine,Крещение Константины,Рафаэль
the-battle-at-pons-milvius.jpg,Raphael,large battle with horses and people,The Battle at Pons Milvius,Битва в Понс Милвиусе,Рафаэль
the-battle-of-ostia-1514.jpg,Raphael,arafed group people in building,The Battle of Ostia,Битва при Остии,Рафаэль
the-blinding-of-elymas-cartoon-for-the-sistine-chapel.jpg,Raphael,group people standing around statue,The Blinding of Elymas (cartoon for the Sistine Chapel),От ослепления Елимаса (картон для Сикстинской капеллы),Рафаэль
the-coronation-of-charlemagne-1514.jpg,Raphael,large group people in room with on wall,The Coronation of Charlemagne,Коронация Шарлемагна,Рафаэль
the-crowning-of-the-virgin-1503.jpg,Raphael,arafed group people gathered around table,The Crowning of the Virgin,Корона Девы,Рафаэль
the-death-of-ananias-cartoon-for-the-sistine-chapel.jpg,Raphael,arafed group people in room,The Death of Ananias (cartoon for the Sistine Chapel),"""Смерть Анании"" (картон Сикстинской капеллы)",Рафаэль
the-esterhazy-madonna-1508.jpg,Raphael,arafed woman holding baby and two babies,The Esterhazy Madonna,Мадонна Эстерхазии,Рафаэль
the-fire-in-the-borgo-1514.jpg,Raphael,group people in building with statue,The Fire in the Borgo,Огонь в Борго,Рафаэль
the-healing-of-the-lame-man-cartoon-for-the-sistine-chapel.jpg,Raphael,arafed group people standing around building,The Healing of the Lame Man (cartoon for the Sistine Chapel),Исцеление Человека-Лама (карман для Сикстинской капеллы),Рафаэль
the-holy-family-with-a-lamb-1507.jpg,Raphael,arafed man and woman with child and sheep,The Holy Family with a Lamb,Святая семья с ягненком,Рафаэль
the-madonna-conestabile-1502.jpg,Raphael,arafed picture woman holding baby,The Madonna Conestabile,Мадонна Константификация,Рафаэль
the-marriage-of-the-virgin-1504.jpg,Raphael,arafed group people standing around building,The Marriage of the Virgin,Брак девственницы,Рафаэль
the-mass-at-bolsena-detail-1512.jpg,Raphael,group people sitting around statue,The Mass at Bolsena (detail),Масса в Болсене (подробная информация),Рафаэль
the-mass-of-bolsena-from-the-stanza-dell-eliodor-1514.jpg,Raphael,arafed large group people standing around building,"The Mass of Bolsena, from the Stanza dell’Eliodor","Масса Болсены, от Штанзы",Рафаэль
the-mass-of-bolsena-from-the-stanza-dell-eliodor-detail-1514.jpg,Raphael,arafed man sitting in chair with baby,"The Mass of Bolsena, from the Stanza dell’Eliodor (detail)","Масса Болсены, из ""Stanza dell Eliodor"" (подробная информация)",Рафаэль
the-miraculous-draught-of-fishes-cartoon-for-the-sistine-chapel.jpg,Raphael,arafed man and woman in boat with birds,The Miraculous Draught of Fishes (cartoon for the Sistine Chapel),Чудовищный напиток рыбы (картон для Сикстинской капеллы),Рафаэль
the-parnassus-from-the-stanza-delle-segnatura-1511.jpg,Raphael,arafed large group people in building,"The Parnassus, from the Stanza delle Segnatura","Парнас, из Стензы-де-Ле-Сегнатура",Рафаэль
the-parnassus-from-the-stanza-delle-segnatura-detail-1511-3.jpg,Raphael,arafed man with guitar and other people,"The Parnassus, from the Stanza delle Segnatura (detail)","Парнассус, из Стензы-де-Ле-Сегнатура (подробная информация)",Рафаэль
the-pregnant-woman-la-donna-gravida-1507.jpg,Raphael,close up woman with book,"The Pregnant Woman, La Donna Gravida","Беременная женщина, Ла Донна Гравида",Рафаэль
the-presentation-in-the-temple-1503.jpg,Raphael,group people standing around table,The Presentation in the Temple,Презентация в храме,Рафаэль
school-of-athens-detail-from-right-hand-side-showing-diogenes-on-the-steps-and-euclid-1511.jpg,Raphael,arafed school athens with group people,The School of Athens,Афинская школа,Рафаэль
the-school-of-athens-detail-1511.jpg,Raphael,close up group people holding globe,The School of Athens (detail),Афинская школа (подробная информация),Рафаэль
the-sistine-madonna-1513.jpg,Raphael,woman holding child and angels,The Sistine Madonna,Сикстинская мадонна,Рафаэль
the-three-graces-1505.jpg,Raphael,arafed three women holding apples in field,The Three Graces,Три благодати,Рафаэль
galatea-detail-of-mermen-and-dolphins-1506.jpg,Raphael,group men and women in body water,The Triumph of Galatea,Триумф Галатеи,Рафаэль
the-triumph-of-galatea-detail-1506.jpg,Raphael,arafed man holding banana in his hand,The Triumph of Galatea (detail),Триумф Галатеи (подробная информация),Рафаэль
the-virtues-1511.jpg,Raphael,arafed group people in building,The Virtues,Виртуи,Рафаэль
theological-virtues-1507.jpg,Raphael,close up child and other figures,Theological Virtues,Теологические виртуи,Рафаэль
theology-from-the-stanza-della-segnatura-1511.jpg,Raphael,arafed woman sitting on cloud with angels,"Theology, from the ‘Stanza della Segnatura’","Теология, из ""Stanza della Segantura""",Рафаэль
vision-of-a-knight.jpg,Raphael,arafed man laying on ground with woman standing next to him,Vision of a Knight,Видение рыцаря,Рафаэль
sixtus-ii-1481(1).jpg,Sandro Botticelli,arafed man in crown and robe holding sword,Sixtus II,Сикст II,Сандро Боттичелли
scene-from-the-life-of-moses-scenes-on-the-left-1482(1).jpg,Sandro Botticelli,close up people on wall,The scene of Moses'life,Сцена жизни Моисея,Сандро Боттичелли
study-of-two-standing-figures(1).jpg,Sandro Botticelli,arafed man with hat and cane,There are two standing figures.,Есть две постоянные фигуры.,Сандро Боттичелли
